根目录,主题,固化节点或阶段,资料类型,相对路径,字节数,SHA-256,人类用途
数据,01_版本基线与封包审计,固化58,机器结果,数据/01_版本基线与封包审计/固化58/机器结果/固化58双轮独立原始输入重放审计.json,876,19b958c1bc2a4f156e79520a7c496052427e5b490df2eb9260af176a6da47f8d,机器可读结论与断言
数据,01_版本基线与封包审计,固化58,机器结果,数据/01_版本基线与封包审计/固化58/机器结果/固化58恢复后预审失败记录_step字节文字多写FF.json,481,842f15707e37a46cafb64d70e71b8f87e83836bfc538c75b4afbdf05fe251bd9,机器可读结论与断言
数据,01_版本基线与封包审计,固化58,机器结果,数据/01_版本基线与封包审计/固化58/机器结果/固化58最终只读确认审计.json,14453,7f08e5c1a1700c2a7d2963c6633f9a7955a7d6129b88732b612d2abc1f25f71f,机器可读结论与断言
数据,01_版本基线与封包审计,固化58,机器结果,数据/01_版本基线与封包审计/固化58/机器结果/固化58第二轮全包只读审计.json,585,5cd9918f0f38322d3cb55979b5d934549810407c5505e08cbabd3071a7031ddc,机器可读结论与断言
数据,01_版本基线与封包审计,固化58,机器结果,数据/01_版本基线与封包审计/固化58/机器结果/固化58预审失败记录_双实例锚点断言长度写错.json,450,e7c43adddc940865f1eea56de52664566682985cb007a8483ce90fc07ecbe3c7,机器可读结论与断言
数据,01_版本基线与封包审计,固化59,机器结果,数据/01_版本基线与封包审计/固化59/机器结果/固化59代码工具文档与数据第一轮审计.json,6050,515aed789d3a513896381f79a885af345aed33e412f15a5077c35ea4c803c15a,机器可读结论与断言
数据,01_版本基线与封包审计,固化59,机器结果,数据/01_版本基线与封包审计/固化59/机器结果/固化59全文件SHA256索引.json,228490,cea8755065f88bdab77630c7d51f6c8eacd02f70d7f82ed2fc3896ec211008b4,机器可读结论与断言
数据,01_版本基线与封包审计,固化59,机器结果,数据/01_版本基线与封包审计/固化59/机器结果/固化59双轮独立原始输入重放审计.json,1178,af3ed84f93a60e7e4db94640ac8e2ba4705af91ab19f7d33fe0ddb75abea6dd0,机器可读结论与断言
数据,01_版本基线与封包审计,固化59,机器结果,数据/01_版本基线与封包审计/固化59/机器结果/固化59最终只读确认审计.json,14628,2ab49c36446e02d7ba45b7742254e1173e78b86cf2827bd9eb30225f9fc5b2be,机器可读结论与断言
数据,01_版本基线与封包审计,固化59,机器结果,数据/01_版本基线与封包审计/固化59/机器结果/固化59第二轮全包只读审计.json,639,d41689fe60ca6333d523b0f8d04e8f6169805a0c3fc9ba9e958c5832f25198aa,机器可读结论与断言
数据,01_版本基线与封包审计,固化59,机器结果,数据/01_版本基线与封包审计/固化59/机器结果/固化59预审失败记录_工具缓存污染.json,6208,bc874311e9ca37edee8c058aef5688373e8583c358d3baeb0522b0dd90352240,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60全文件SHA256索引.json,232028,fe582f7698ebabdc1c6a367d6ece91f24b6b3e577aca01ffacfc452a05123461,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60双轮独立原始输入重放审计.json,996,7eff88de7f98a3b2ed35267ea25aff09ad38bacc77a241692347fec4dfe7e24c,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60文档冻结后最终只读确认.json,22946,6d279a516f1538f286fd90f999b6915eb92f47f720db8806bce496dc96fcc680,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60第一轮正式封包审计.json,1135,5fb5241ee6aee03530d1b4d4a01c684fa5a06ce986d31e4edcf8da721b7d9726,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60第二轮全包只读审计.json,1075,299d0343cd62343fc86e5299f6e5a2b82a04929d8d3a21d140cf753c347e4c62,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60预审失败记录_历史工具帮助串行重跑超时.json,607,4723a271d76505892a4a58d3e606d2280ddc79c5a3a6c53aa18851f72431994c,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60预审失败记录_双轮重放输入路径归一化不足.json,1663,76ec1333d4f7dff9f8419dacdaca5d979fda35ba825873be914004303a4acec1,机器可读结论与断言
数据,01_版本基线与封包审计,固化60,机器结果,数据/01_版本基线与封包审计/固化60/机器结果/固化60预审失败记录_旧节点扫描正则误报.json,2143,92a7c98360cc9935a8be6b59d683ca1fe6761a46d9d167be1b36f8134131c205,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61全文件SHA256索引.json,236732,dd75b72cbe820c62f2d9c273556917df7767e314a0902f2e06bd1db6f94f5e5f,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61双轮独立原始输入重放审计.json,938,d79b061d7e6580831410e452239e2e1e62b38825a0be738d09074f6ff3e9a582,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61封包预审_手工py_compile缓存污染_FAIL.json,574,5828e1bfbb0da798e20dbd14efd68048b206fea88970718f76fbe3113971cced,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61文档冻结后最终只读确认.json,22481,675a69f663d038de91d723adb4ebcd8319d89ad9a34953afd1678c651a1d5b26,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61第一轮正式封包审计.json,925,c0d8620e73a0366dc6f059c2caa8934feb660425287e7fd5a74344501d2b9a42,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61第二轮全包只读审计.json,491,57eae5ae175276026d1a0c29744e0f832396d316edda8bafee0031a1800b2ebf,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61第二轮全包只读审计_旧节点扫描贪婪正则误报_FAIL.json,1148,e888012d99b1b0cb038f4dc0565b213a12ed41f72aa6f27ae18220bba462b77a,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61调查器预审_FIRTTECH_ID与物理索引过强断言_FAIL.json,624,11f22072c3121644543ea256479199f94da96a9232fc6e237bb426d3f5ccf46f,机器可读结论与断言
数据,01_版本基线与封包审计,固化61,机器结果,数据/01_版本基线与封包审计/固化61/机器结果/固化61调查器预审_PE32ImageBase偏移错误_FAIL.json,538,e64a8eea1740ef87395c497f6b5f6929c35c96e1b31e555d49f39f4116651e0d,机器可读结论与断言
数据,01_版本基线与封包审计,固化62,机器结果,数据/01_版本基线与封包审计/固化62/机器结果/固化62双轮独立原始输入重放审计.json,2059,ed76517959e3f47b785ded861282ec8bd3484ce1ca6e070611a7c0ae728f6b0b,机器可读结论与断言
数据,01_版本基线与封包审计,固化62,机器结果,数据/01_版本基线与封包审计/固化62/机器结果/固化62文档冻结后最终只读确认.json,16710,21eff1f42c588102b9c155188e97c695fed540312758e938220ffa8c83bae253,机器可读结论与断言
数据,01_版本基线与封包审计,固化62,机器结果,数据/01_版本基线与封包审计/固化62/机器结果/固化62第一轮正式封包审计.json,5273,5a054deb4c52c7219bfa1e95da7174350dc49b027ca68aaca8d59b407ee521af,机器可读结论与断言
数据,01_版本基线与封包审计,固化62,机器结果,数据/01_版本基线与封包审计/固化62/机器结果/固化62第二轮全包只读审计.json,6838,19462422a728740aaf9fcb82a5556ca1598c268c3ee59b8ec4132532228453ed,机器可读结论与断言
数据,01_版本基线与封包审计,固化63,机器结果,数据/01_版本基线与封包审计/固化63/机器结果/固化63全文件SHA256索引.json,242599,cdc9073451da68a12a8c46b85794cac5820e5e1d6c3f087a32580598145b9e46,机器可读结论与断言
数据,01_版本基线与封包审计,固化63,机器结果,数据/01_版本基线与封包审计/固化63/机器结果/固化63双轮独立原始输入重放审计.json,993,d89bdbb1d7df0fb33098b04c25a1f6162dd5ea10100b5a26b2c4b4dafc59f7e2,机器可读结论与断言
数据,01_版本基线与封包审计,固化63,机器结果,数据/01_版本基线与封包审计/固化63/机器结果/固化63文档冻结后最终只读确认.json,16468,a5c537786708b64b69669c55d352163e806353bbbf7b2b3222fac442dedbda48,机器可读结论与断言
数据,01_版本基线与封包审计,固化63,机器结果,数据/01_版本基线与封包审计/固化63/机器结果/固化63第一轮封包预审_FAIL_旧现行状态与历史审查标签.json,5563,969f9cc52dc2e31ba7b8c9ef844f0a9e84fd80a7ef0f27ac16932dd83a1a20a8,机器可读结论与断言
数据,01_版本基线与封包审计,固化63,机器结果,数据/01_版本基线与封包审计/固化63/机器结果/固化63第一轮正式封包审计.json,4694,e3476bb67dec6f283a0b6af6f4b86bba3491b3d1c29b85f51363b9a7af4e4331,机器可读结论与断言
数据,01_版本基线与封包审计,固化63,机器结果,数据/01_版本基线与封包审计/固化63/机器结果/固化63第二轮全包只读审计.json,1077,05a6653acfed9f392bca6f56e72ff0890ee5f5264ba2b56dbbf5f440e47d9903,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/固化64双轮独立原始输入重放审计.json,1060,1dc858be4522c9bb6e7ab8bd2b0ccaad553e13eea04b616c004425354fcc5872,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/固化64封包预审_FAIL_旧节点扫描器继承语句误报.json,5284,c1e7c866aae2a025a20f835bcf35559feba2994ae37eb9919f4b292e13385b33,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/固化64文档冻结后最终只读确认.json,16690,03ca0ed4bb9b601ffa154c224efbfa87446aa4fbae479658b45dbc582c4292a0,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/固化64第一轮正式封包审计.json,2606,332fc7210aa243733550e34a845b2da739a7a4d0195a66b549db633b8963d52e,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/固化64第二轮全包只读审计.json,1003,6beaad4188b2180c8e3dc0f8d30e29973897634f4fd98019d6d08c969cdef070,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/固化64重放预审_FAIL_只屏蔽顶层输入路径.json,1322,f21fe838f69de2a79a14bb1998c409806331ece1e119ccbd13abeb4e68b1d1f1,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/本版本全文件SHA与遍历索引_固化64.json,246932,b052072d4ee6698dec50e5fbbdfd3b3bd73f132b14a66dd91d6a9858f33f344d,机器可读结论与断言
数据,01_版本基线与封包审计,固化64,机器结果,数据/01_版本基线与封包审计/固化64/机器结果/预审失败_调查器错误把不可达BC7当成class4活动状态.json,1157,d6ab3636321937ece497ee4bc24acfff73e7c19f705cde0885ec8804a6a45e89,机器可读结论与断言
数据,01_版本基线与封包审计,固化64整理版1,机器结果,数据/01_版本基线与封包审计/固化64整理版1/机器结果/固化64独立验收与文档精简审计.json,5705,5dac45a2f9ced76db6b508505eafde352d2f119535777108dee29ea52986d818,机器可读结论与断言
数据,01_版本基线与封包审计,固化64整理版1,机器结果,数据/01_版本基线与封包审计/固化64整理版1/机器结果/文档合并与原路径映射.json,72207,dcd262e2ece1f32d907640116c374b6807130e258fdf8a57cbb6f5b79e3c4652,机器可读结论与断言
数据,01_版本基线与封包审计,固化64整理版1,机器结果,数据/01_版本基线与封包审计/固化64整理版1/机器结果/本版本全文件SHA与遍历索引_固化64整理版1.json,225208,1582b2563b8edb6106353c0153d13c73586f8c36facbf3275b2c9e8f4218ec66,机器可读结论与断言
数据,01_版本基线与封包审计,固化64整理版1,机器结果,数据/01_版本基线与封包审计/固化64整理版1/机器结果/精简删除与合并映射.json,3785,c1a8fd54010f55fcc41a7ad2297efc9f78bc76dcf6002329d2f5f8273f29d8d8,机器可读结论与断言
数据,01_版本基线与封包审计,固化66,机器结果,数据/01_版本基线与封包审计/固化66/机器结果/固化66封包前全量只读审计.json,4556,829b2dc3a7378890c70b54ef8b189d0bb667403e1b2d84db5bd4dce3dd38c36c,机器可读结论与断言
数据,01_版本基线与封包审计,固化66,机器结果,数据/01_版本基线与封包审计/固化66/机器结果/本版本全文件SHA与遍历索引_固化66.json,229024,05cbbdb7337ad81b5f92f1556f3c537f7363a65cd87104edfdfd6666c28d618a,机器可读结论与断言
数据,01_版本基线与封包审计,固化68,机器结果,数据/01_版本基线与封包审计/固化68/机器结果/原版兼容补丁面与既有覆盖独立复核.json,39184,eea38c9e97c4582f5e4b91efa1920b5665a6fcd4078e5403bfe8183ca376778e,机器可读结论与断言
数据,01_版本基线与封包审计,固化68,机器结果,数据/01_版本基线与封包审计/固化68/机器结果/固化67至68双轮独立输入重放审计.json,3553,c1e8d87be53ee91867db5a697d96a210714fbf95f57b7fe41504a748446a7285,机器可读结论与断言
数据,01_版本基线与封包审计,固化68,机器结果,数据/01_版本基线与封包审计/固化68/机器结果/固化68封包前全量审计.json,3323,b344505e8574951c1e1fc43d04de458b28c79600550b1a2553473d342622a204,机器可读结论与断言
数据,01_版本基线与封包审计,固化68,表格明细,数据/01_版本基线与封包审计/固化68/表格明细/原版兼容补丁位点独立验证明细.csv,2078,c0a3da5c6f3b67720c4098b11777b4ed72438b33ec61d4a21ff07723fe2bdde4,逐项筛选和人工核对
